label	group	simpson	simpson_lci	simpson_hci	invsimpson	invsimpson_lci	invsimpson_hci	shannon	shannon_lci	shannon_hci	npshannon	sobs	chao	chao_lci	chao_hci	nseqs
0.03	R4_D	0.053485	0.052593	0.054378	18.696781	18.389911	19.014067	3.539207	3.525514	3.5529	3.548299	251	280.319149	265.708619	309.442776	40539
0.03	R4_E	0.043111	0.042145	0.044077	23.195881	22.687523	23.727543	3.636387	3.619162	3.653611	3.646536	175	197.44	184.640344	227.233989	19943
0.03	R4_F	0.040037	0.039295	0.040779	24.976929	24.522291	25.448742	3.654853	3.638285	3.671421	3.665451	188	231.05	207.872442	281.259926	20855
0.03	R5_B	0.155477	0.153621	0.157334	6.431802	6.355904	6.509535	2.16987	2.155824	2.183916	2.177899	88	109	96.343713	140.854164	24256
0.03	R5_C	0.118077	0.11529	0.120865	8.46903	8.273705	8.673801	2.786062	2.765858	2.806267	2.792239	112	122.2	115.289109	143.631671	20379
0.03	R5_D	0.143664	0.141545	0.145783	6.960672	6.8595	7.064873	2.480242	2.463514	2.496969	2.485893	109	129	116.564854	161.8761	28714
0.03	R5_E	0.114148	0.11123	0.117065	8.760569	8.54224	8.990351	2.694075	2.673323	2.714827	2.704903	109	134.2	118.982252	172.61691	15474
0.03	R6_A	0.139249	0.136527	0.141972	7.181364	7.043641	7.324579	2.395292	2.377897	2.412688	2.406198	91	109.913043	98.720124	137.333868	18404
0.03	R6_B	0.115342	0.113848	0.116836	8.669861	8.558972	8.783661	2.553136	2.54363	2.562643	2.557562	92	106.130435	97.399429	128.979684	46110
0.03	R6_C	0.052684	0.051408	0.05396	18.981016	18.532255	19.45205	3.517965	3.497226	3.538704	3.534321	207	232.243902	219.06858	259.802783	17281
0.03	R6_D	0.038821	0.037929	0.039713	25.759375	25.18098	26.364965	3.758419	3.739544	3.777295	3.768533	178	197.375	186.013913	224.842361	17389
0.03	R6_E	0.052672	0.051715	0.053628	18.985503	18.646826	19.336711	3.58379	3.569515	3.598065	3.591631	218	275.416667	246.634602	333.129019	36796
